,textID,sentiment
1052,9ff9a80b63,positive
1053,efaaf8f9dc,neutral
1054,7a544bc016,positive
1055,ea95be8d33,positive
1056,4641062e9d,neutral
1057,8fe0df98e3,neutral
1058,59760341f9,neutral
1059,db96a9611e,positive
1060,8e1a36c2f7,negative
1061,2762b6624b,neutral
1062,042b4f8784,neutral
1063,29ffd15818,neutral
1064,876c315516,negative
1065,7e712d4496,neutral
1066,58fc1eeef3,positive
1067,8224b45279,negative
1068,ece2b988f1,negative
1069,48b10eaac4,negative
1070,1d071c2226,neutral
1071,a60aef7c1b,neutral
1072,078b6686ea,negative
1073,3f4e952c3c,neutral
1074,a5bb6228cc,neutral
1075,b732cd6641,negative
1076,48b76ce5f4,neutral
1077,c3d279cda8,positive
1078,e1f5989997,neutral
1079,6d67a97c4d,negative
1080,ddc208fbff,neutral
1081,1597b9831b,negative
1082,c47421facf,neutral
1083,729b96d486,positive
1084,f1660e689c,positive
1085,da6549f668,negative
1086,95a9870181,positive
1087,ccf70b3841,positive
1088,69ddcd6dfb,positive
1089,a357e314cd,negative
1090,7cadd0a40d,positive
1091,cdb6743e92,negative
1092,242fabeab4,negative
1093,153ca0e3c3,negative
1094,4dcd538cc3,neutral
1095,6a6665242c,neutral
1096,cb60a0d946,negative
1097,8140f3d608,positive
1098,f01932eb73,positive
1099,900c5f5082,negative
1100,be7eb6d1e6,neutral
1101,492306caf1,negative
1102,6891b6a593,neutral
1103,9f51c335d0,neutral
1104,fdadb26d49,positive
1105,578ec67a68,neutral
1106,ddbdb89b1b,positive
1107,760c4e9790,neutral
1108,911670511d,positive
1109,5a086658b0,negative
1110,430095620f,neutral
1111,a724e66bd0,negative
1112,ce54016d40,positive
1113,120b400e8f,neutral
1114,5d5c35a880,positive
1115,285ee8574d,negative
1116,02ed1e6556,positive
1117,2c614b8bed,negative
1118,887afb0d2f,negative
1119,cb64f6d942,positive
1120,637284bd7c,positive
1121,34a47b5674,positive
1122,902670de2f,neutral
1123,f0a9a55b94,positive
1124,fcc9210884,positive
1125,0f361614b7,negative
1126,37a4fd00f6,positive
1127,e69734c1de,neutral
1128,d5655b6b30,neutral
1129,c60a403476,neutral
1130,85b7cf8a0f,positive
1131,d3f0c48744,neutral
1132,119b073916,neutral
1133,8d6762c050,neutral
1134,e97d6bd4ab,positive
1135,135118b833,negative
1136,3e424c5670,positive
1137,dd215a071a,positive
1138,44d6fb791a,neutral
1139,c4f9792d55,neutral
1140,126aa22396,negative
1141,f2fda0303d,neutral
1142,4f2bece79d,neutral
1143,124848e01c,neutral
1144,5e7bd5379c,positive
1145,f93cc42240,positive
1146,581a32fdf6,positive
1147,7323f7136b,positive
1148,9637558503,positive
1149,6675f9536d,neutral
1150,92d7aaf05a,negative
1151,edd2aceb1c,neutral
1152,4486f18f71,negative
1153,a44a46524f,negative
1154,5bcaf5aa9f,neutral
1155,c8939e589b,negative
1156,c341d742b0,negative
1157,5552d4fffb,neutral
1158,1bc2be7173,negative
1159,2dec83989c,neutral
1160,add3a63b8a,negative
1161,7a18d9d260,positive
1162,a3f50ce6ea,negative
1163,7814b04bd9,neutral
1164,303ccaa660,neutral
1165,936fd9b728,neutral
1166,96d4adf794,neutral
1167,d9c8a56a24,positive
1168,e6d4c50e89,neutral
1169,6f93fe06ce,negative
1170,a34556d35f,positive
1171,7d2ea67b66,negative
1172,6d72077a93,negative
1173,6af2e23e1c,neutral
1174,6de43d0ce5,neutral
1175,ab1061aa7b,neutral
1176,ddc170fe0a,neutral
1177,1ab3877a8c,positive
1178,b7c00f3a76,neutral
1179,bde2b0df21,neutral
1180,f2240006f4,positive
1181,75f1db00ca,negative
1182,5003cc704f,positive
1183,35e24f0ea7,neutral
1184,13e1519ce3,positive
1185,c3f28c34c6,positive
1186,11fff26b21,negative
1187,c2455ce40d,negative
1188,629a6891db,negative
1189,0d33871c93,neutral
1190,d289b59f3c,neutral
1191,8da6a35478,negative
1192,6bafcadb49,negative
1193,0e072d86eb,neutral
1194,988f750019,positive
1195,e9b989afae,positive
1196,fc8e368a72,neutral
1197,1458d54f02,negative
1198,97f5446019,negative
1199,a452d71fc8,neutral
1200,0f8195c613,negative
1201,33c3801dfd,positive
1202,6f5c5840c2,neutral
1203,6e107d7724,negative
1204,a637a8c594,positive
1205,cf59390a61,positive
1206,939cbd9cea,negative
1207,12e1f64294,neutral
1208,c9c854adc8,positive
1209,4131e5218b,neutral
1210,c8dfc591ec,neutral
1211,1e7e636278,positive
1212,4da565fddb,negative
1213,1cd56df654,neutral
1214,5c39fade50,negative
1215,403815a3ed,negative
1216,bb49677e04,positive
1217,005a314b21,negative
1218,868c3be37b,negative
1219,87e4d6ee0f,negative
1220,96204d3a64,positive
1221,551461ea1d,negative
1222,cc7aa351ef,neutral
1223,f107dc44fe,positive
1224,ac3e3b4605,positive
1225,201ca6383d,neutral
1226,a27e6d1054,neutral
1227,410b8df2b5,positive
1228,a00b2b3fc0,neutral
1229,bfbd1996de,neutral
1230,1d37d45df0,neutral
1231,4fc2f6c6bd,neutral
1232,f79806e09d,positive
1233,9fa91c181c,negative
1234,62c8866334,negative
1235,a7b2b3ec1d,neutral
1236,ea0328d144,positive
1237,ff26920ecc,neutral
1238,6c67f0c9c3,negative
1239,da08c42b54,positive
1240,3773846bc3,positive
1241,d4f47f10dd,positive
1242,f42519543f,neutral
1243,03328a301b,positive
1244,5cba1be393,positive
1245,6627c3ad66,neutral
1246,7a59c602a8,negative
1247,eca1234693,negative
1248,7e43bd056a,neutral
1249,57342ea5db,neutral
1250,b4d63a88fa,negative
1251,2dc0bc1ae2,neutral
1252,2bdb19ccd3,positive
1253,fa7f01e7b4,neutral
1254,f763af7a90,neutral
1255,faac38cfe2,neutral
1256,8cd15600d6,neutral
1257,ebede9a734,negative
1258,4a65bfb832,negative
1259,5852a1a637,positive
1260,fc09ea40a4,positive
1261,44a38ebc2c,positive
1262,f69743df17,negative
1263,d46919e9b3,neutral
1264,ee51c20f18,neutral
1265,1f9e2bdd81,neutral
1266,4e686eec94,negative
1267,47c9f9a8e1,neutral
1268,85753403d0,neutral
1269,9d92e249f8,neutral
1270,d641e83ab0,negative
1271,17e6c97023,neutral
1272,d5d3fc0a59,positive
1273,757b11e355,neutral
1274,7d770c7bd6,negative
1275,dbe30a5f44,negative
1276,9fdbbae837,positive
1277,655659de18,positive
1278,47c71a706c,positive
1279,98473b3aa3,neutral
1280,0903386a1d,neutral
1281,629b112918,negative
1282,d17022a3bc,negative
1283,1d9c6a757d,positive
1284,b30b442df8,neutral
1285,eb57b657f0,positive
1286,49e42c368b,negative
1287,ce0eb5683c,negative
1288,6173fd7c2e,neutral
1289,6ff3e6b63d,neutral
1290,5f5edcf6eb,positive
1291,f361ff21b1,neutral
1292,d6fe273ce4,neutral
1293,88ab001449,positive
1294,1ae0bf389e,neutral
1295,d878cf0cb3,negative
1296,ee84bed83a,positive
1297,245c78cb37,neutral
1298,0ce2ead3ec,negative
1299,c33f6f7215,neutral
1300,1755ac6065,neutral
1301,1c5231d04b,neutral
1302,13dcb0f346,negative
1303,ed01460fd0,positive
1304,ece42636bb,neutral
1305,77b1f297a3,neutral
1306,4af640d32a,negative
1307,9dd2edd0fd,neutral
1308,d3230b7cfd,positive
1309,5ac2dda95b,neutral
1310,a6adde8a33,negative
1311,0d5d742d4d,neutral
1312,2f3ac07330,neutral
1313,d75b9c1f77,neutral
1314,e11ef1c5a1,neutral
1315,4848c86ad8,neutral
1316,0f8a7527ac,neutral
1317,9f31e1831c,negative
1318,8283f525c5,positive
1319,923f8c1b23,positive
1320,cdeaa93be4,negative
1321,cdd32ab588,neutral
1322,aaeaa5c0b5,neutral
1323,ac263ee536,neutral
1324,1f27adbaa5,negative
1325,708e67409c,neutral
1326,6d9423af3e,neutral
1327,19227404ae,negative
1328,4e0e71535d,negative
1329,52b498118d,positive
1330,abce60a6eb,neutral
1331,0dc96823d3,neutral
1332,5dc85811dc,neutral
1333,04c436d528,positive
1334,e6ba90afab,neutral
1335,743691574d,positive
1336,13c9f02a06,neutral
1337,e79cdd9bb8,neutral
1338,54591b7521,neutral
1339,fd762e3047,negative
1340,5fcb9e73d9,negative
1341,ba2e7a1ac1,positive
1342,8ae682a99a,neutral
1343,a0577362f6,positive
1344,57a7111115,negative
1345,60aceb4db0,positive
1346,b6fc2f3af3,negative
1347,91d6223051,negative
1348,77c3844210,neutral
1349,577bd1ade6,neutral
1350,dffc4c62e1,negative
1351,6c11ca9bb9,positive
1352,5bc318f14f,neutral
1353,4ade066ad8,positive
1354,5f5bcf5f32,negative
1355,dfe207079d,negative
1356,7e1ee83e72,neutral
1357,ff207f2540,positive
1358,b28ae54c5c,neutral
1359,f80564b6f0,negative
1360,4d4fceb7d2,neutral
1361,49d6a06d0c,neutral
1362,d8312c3d2c,neutral
1363,6903cb08f2,positive
1364,023bdd23e4,positive
1365,392d1985b2,neutral
1366,ab3885078c,positive
1367,c58b2ba46e,neutral
1368,e1fd4cf2a7,negative
1369,414fad1ccd,neutral
1370,1d44fe87e3,positive
1371,f8df13b212,neutral
1372,11fe381c8a,positive
1373,bdade388fc,negative
1374,81acf49030,positive
1375,778f083ae9,positive
1376,b717dc7e0e,neutral
1377,b715f53f42,positive
1378,27829f7178,positive
1379,5be9c146a5,neutral
1380,c79e8c6f71,neutral
1381,aea870d68c,neutral
1382,ddae59d08f,neutral
1383,7418edf469,neutral
1384,1ddb250d8d,negative
1385,5d51c85bf9,negative
1386,6c5103a4c5,positive
1387,92a6b5016a,positive
1388,8bbda7677f,neutral
1389,28d3a8aef0,neutral
1390,3e6cc1a2d8,negative
1391,3949b72541,negative
1392,fd570efa13,positive
1393,48862453f0,negative
1394,3de7a2f5fe,neutral
1395,7f27f975af,negative
1396,77f7e59066,positive
1397,a782692a57,neutral
1398,adb113b997,neutral
1399,90fea7e19b,neutral
1400,7a3245a6a8,neutral
1401,6b064ca919,neutral
1402,494a81a478,positive
1403,f1c5fd1213,positive
1404,eda7c8ba8f,negative
1405,04d9293c2e,neutral
1406,b0794b5a7e,negative
1407,5142407755,negative
1408,0b704e3a6e,positive
1409,f737ba1116,positive
1410,e59f2dd774,negative
1411,ff84fbc83d,negative
1412,25bb6325fd,neutral
1413,31ac5826e1,neutral
1414,295fee573c,negative
1415,750749d8c9,negative
1416,e47de482ae,positive
1417,11ef1f74dd,positive
1418,0d64ba9efd,negative
1419,d6d9a3d7af,negative
1420,297658805c,positive
1421,b4e0af0496,neutral
1422,35af795ce1,positive
1423,6213c6aa27,negative
1424,36f2676006,negative
1425,2b603d3169,negative
1426,4dbc53fce7,positive
1427,ad909cfc04,positive
1428,3d64f2c8ae,neutral
1429,490406641c,positive
1430,6250f7203e,positive
1431,e8f48259a8,negative
1432,5bd1a6d051,positive
1433,6a3bf13772,neutral
1434,981713769d,neutral
1435,cba905f962,neutral
1436,326f2265dc,neutral
1437,f1125b5152,negative
1438,1760ca7893,positive
1439,cfeb6d29cc,negative
1440,2f561da8bc,neutral
1441,c22ff98d0e,negative
1442,d164728f94,neutral
1443,d78aeb107a,neutral
1444,7ed43fb65d,neutral
1445,82b813755f,neutral
1446,38a6cb940a,positive
1447,66b02ead15,neutral
1448,ad9861c440,positive
1449,70fc5450b8,negative
1450,3a4256c114,positive
1451,abc334762c,neutral
1452,62b2de6a93,neutral
1453,60c700093b,neutral
1454,1a41c7fa70,positive
1455,518d16a67b,neutral
1456,29dac23fcb,neutral
1457,71314cdaa5,positive
1458,223ee8eb20,neutral
1459,cdcbcb989b,neutral
1460,57eeab2353,neutral
1461,1a4f7e83c6,negative
1462,c1970069c4,negative
1463,1f641e94b4,positive
1464,3eb7632e02,positive
1465,6e56dd0373,negative
1466,342fd88176,neutral
1467,01d5aeeac2,negative
1468,bac04e8947,neutral
1469,285b9bd0f5,positive
1470,d92016105e,positive
1471,b7a83b2609,neutral
1472,13a1ae8414,positive
1473,834e3800a5,negative
1474,1ed849967d,neutral
1475,77912f2801,positive
1476,12b2e51207,neutral
1477,7a60d63a34,negative
1478,83221c463a,negative
1479,bee22c2654,negative
1480,b35daf9677,positive
1481,188b9c7830,positive
1482,43d6523b29,negative
1483,4ab1715033,neutral
1484,43334df129,positive
1485,e295122fe0,neutral
1486,3f74b6a935,positive
1487,2e5f0145b6,neutral
1488,7b7b2d792f,neutral
1489,1b0a8cba9e,positive
1490,f538b035ae,neutral
1491,8fd0a37acb,positive
1492,f1c20600a1,positive
1493,27450b471b,negative
1494,f1c0904a85,neutral
1495,9632c35e86,negative
1496,9e25e9b128,neutral
1497,26149e0547,negative
1498,c2fc42a9ff,neutral
1499,d9a986cfee,negative
1500,af562091d9,positive
1501,dbc8ab6a8c,neutral
1502,4f877f23a9,negative
1503,5239da0dc2,neutral
1504,5fca2e236a,positive
1505,3c9a784f5a,positive
1506,4c97836bee,negative
1507,c3895e34db,negative
1508,fc595e7eae,neutral
1509,a4b0888da6,neutral
1510,38fb8d60f6,negative
1511,61cde7aa2c,neutral
1512,692f5741d2,negative
1513,8bf2931551,positive
1514,fcbf31b293,neutral
1515,4e3a9d1c15,negative
1516,67dd29837e,positive
1517,1307397601,positive
1518,7ec8b0877d,negative
1519,506f3859f7,neutral
1520,a279d174ac,positive
1521,3d4144e04c,positive
1522,40d56767e6,neutral
1523,c0c9f36158,positive
1524,e2dad0afa1,negative
1525,b6ad9e9b07,positive
1526,6d2c23642f,neutral
1527,6f606e6a00,negative
1528,f8d28ed61d,positive
1529,5ff9641dc0,positive
1530,37425ece54,negative
1531,808c128dd3,neutral
1532,2f858c20c3,neutral
1533,cc5641534c,neutral
1534,9a34fcae9a,positive
1535,264518e88d,neutral
1536,13341ce982,positive
1537,dbba006190,negative
1538,fea60758cb,positive
1539,d8a431a00f,neutral
1540,6e1004a856,neutral
1541,c3d46bbb16,neutral
1542,c32f599954,negative
1543,f8cd48cda3,neutral
1544,211b3ce6da,negative
1545,2bb7bda383,positive
1546,2a381bb204,neutral
1547,b4927eca78,positive
1548,4c1a9acc22,neutral
1549,b52177ee62,negative
1550,04d4c83373,neutral
1551,82cfcadf20,neutral
1552,f235ea0431,neutral
1553,dc68d2f698,positive
1554,e2de1bcf70,neutral
1555,e08dad262b,neutral
1556,7c17aea36e,neutral
1557,2543065d78,negative
1558,b5766f00f1,negative
1559,2796cba1cb,neutral
1560,fbaca7805c,neutral
1561,3696d1db81,neutral
1562,febe6cf2df,positive
1563,c336b00b07,positive
1564,0e533abdae,negative
1565,12269a83f3,positive
1566,8bf326b4b1,positive
1567,4d5244c2e1,neutral
1568,12cdafc3e3,negative
1569,ff4e554bc0,neutral
1570,8f6b4a4e60,positive
1571,06e9a74ff7,negative
1572,85df8f261a,neutral
1573,6a0c150423,neutral
1574,dfbaf65801,negative
1575,2218051218,neutral
1576,7c79d9f42d,neutral
1577,b73bd70b63,negative
1578,ede4721177,negative
1579,2c2360468d,negative
1580,7d03216477,positive
1581,175ba4ef80,negative
1582,525ab9017e,neutral
1583,8a16f7dd37,neutral
1584,50f928420a,positive
1585,2e52a6f7ff,positive
1586,4541e7217e,neutral
1587,16b4cae29a,neutral
1588,38ff378dd7,positive
1589,90944c6528,negative
1590,5270da20ff,neutral
1591,17f4b1d5d9,neutral
1592,ea1dea9f05,positive
1593,fb809d9089,neutral
1594,9d1dda4962,neutral
1595,5d917baffd,negative
1596,d61920978e,negative
1597,3d8e8979e4,neutral
1598,a1eac19edc,neutral
1599,0f5335f2c5,neutral
1600,74ca409c42,neutral
1601,880447db22,positive
1602,78130aa4fc,negative
1603,82f88a3667,negative
1604,413ea757e4,positive
1605,32e0d873d3,negative
1606,9abee8d4e9,negative
1607,33f32a6832,negative
1608,cd0f1242dd,negative
1609,9009bc887b,negative
1610,047892c4a4,negative
1611,52e0f1f09a,positive
1612,a779984508,positive
1613,4b289f721f,positive
1614,66553340b5,neutral
1615,580b62bbfc,neutral
1616,26ff75490f,neutral
1617,b17c89d51b,neutral
1618,47fed1bfdf,neutral
1619,e9d6e37aa2,neutral
1620,58351086b6,neutral
1621,1f51b1de8e,negative
1622,bc82058fb4,neutral
1623,925edd84c6,positive
1624,91bb6abfbc,neutral
1625,d1101dce96,neutral
1626,b61b7c4098,positive
1627,73a87769d2,neutral
1628,8ca6f8f0fc,negative
1629,e0606803af,positive
1630,5512695d36,negative
1631,3e4b3ec6a6,neutral
1632,1789d4f95b,positive
1633,498b85271a,positive
1634,4bd7d47e62,negative
1635,3662a807e1,neutral
1636,60bbcd57ef,positive
1637,d7210c0de1,neutral
1638,320d33101f,positive
1639,9d05a89879,negative
1640,2970779b85,neutral
1641,29afbab19c,positive
1642,12e07abeaa,neutral
1643,1024862c1f,negative
1644,fbc44d0924,neutral
1645,cd250da7d6,positive
1646,e96b7ece65,negative
1647,673f64d8ef,positive
1648,8ac49207e1,positive
1649,3e49b93467,negative
1650,f15fb4679e,negative
1651,addb2adf93,negative
1652,87e048124e,negative
1653,afb720dc09,neutral
1654,ba3b4be4f5,negative
1655,b00c0df7e2,neutral
1656,9f4dab6150,positive
1657,a64cb1a714,neutral
1658,bd593a70ba,neutral
1659,eb67f7d7d0,positive
1660,d8977abcc3,neutral
1661,5b2e555419,neutral
1662,a7876c66da,negative
1663,5ab16f3164,neutral
1664,18e3628233,positive
1665,d31060a0d9,neutral
1666,52083d8acd,neutral
1667,e772bc694c,neutral
1668,f3e302a52d,neutral
1669,3cbc1723cf,negative
1670,cafc8d4e17,positive
1671,753fdceff4,neutral
1672,585d49be9f,positive
1673,6b59df5c9b,negative
1674,cbc5f36800,positive
1675,6c5505a37c,positive
1676,35cace50bf,neutral
1677,892bd5ce3b,neutral
1678,6ad8e3c8e4,neutral
1679,053fc34680,negative
1680,60648d6ba4,negative
1681,ba44eb7f2d,negative
1682,85040fe8e2,neutral
1683,92a3bf4cfb,neutral
1684,1433f8c1ba,neutral
1685,7e75681229,negative
1686,5593a8341f,neutral
1687,66c610f2fa,positive
1688,f7904730f7,negative
1689,ea4e147dac,neutral
1690,9f3d5f25e0,negative
1691,333b617776,positive
1692,dcea82cc06,neutral
1693,6fc3234fde,neutral
1694,63009bdfac,negative
1695,1bd114c455,neutral
1696,81a83e8d9a,neutral
1697,8acedd6cab,negative
1698,f0c1601d8b,neutral
1699,013b686a0a,neutral
1700,72bafdda6a,neutral
1701,22287946b8,neutral
1702,8ac81eb024,positive
1703,babf4b1bda,neutral
1704,5000ec4a54,negative
1705,3611ede525,neutral
1706,2c7965a544,neutral
1707,b8ba2e0d51,positive
1708,9db597413a,neutral
1709,29fa1f6ee0,negative
1710,758a1edf62,positive
1711,ef200df027,neutral
1712,ce7f8a5210,positive
1713,4884fe65ba,positive
1714,7c5e0e1793,neutral
1715,dd75a492d2,neutral
1716,b7c87c6d33,positive
1717,7908571329,negative
1718,f043c14a94,neutral
1719,b867858e93,negative
1720,3737e67016,negative
1721,2f4647bf36,negative
1722,6122e9ce9d,neutral
1723,9b95aa128e,neutral
1724,18b107a0c8,neutral
1725,febbdb2510,neutral
1726,34b6e311bd,neutral
1727,cf5fa88696,neutral
1728,bff6ad3420,negative
1729,ff07fdb5c3,neutral
1730,47810d8bde,positive
1731,eabb71a3dc,negative
1732,e27e0e5453,neutral
1733,edb2d20a13,negative
1734,cf0e868f70,positive
1735,781d900e89,negative
1736,681513d24f,neutral
1737,7eda6f9535,neutral
1738,e941b944d8,neutral
1739,fe01ae49de,neutral
1740,e9f7e8c0a2,positive
1741,981f69a401,neutral
1742,c1fd0d7ee0,neutral
1743,8919a7af68,neutral
1744,ad59f9f17d,neutral
1745,e56a579576,negative
1746,3889809fc3,negative
1747,84e3932e11,neutral
1748,ccad855a31,neutral
1749,66a93bc52d,neutral
1750,c527522d95,neutral
1751,8f5d269520,positive
1752,79146cee98,neutral
1753,1d6411e9dd,negative
1754,5e0be1fa8e,positive
1755,37c9db3923,neutral
1756,87967559b7,neutral
1757,d4425c062d,neutral
1758,73863be445,neutral
1759,0effd702f1,positive
1760,947398994a,neutral
1761,d09b53130b,negative
1762,751983d6dd,neutral
1763,7311789bcc,positive
1764,4464eaa598,neutral
1765,0ab8f9c4bc,neutral
1766,6a119b9630,negative
1767,4e6a5c0034,positive
1768,bdabd36e3d,neutral
1769,afb011681c,positive
1770,afcf08a2d0,neutral
1771,c95a7e707c,positive
1772,e572df8b9d,negative
1773,a2d355295b,neutral
1774,0460f2c05b,neutral
1775,4c8b993f7b,positive
1776,c785c9e429,neutral
1777,187ab88e86,negative
1778,aca672028f,negative
1779,3c6ad9eefa,neutral
1780,c6cf9979f5,positive
1781,04b00763ff,neutral
1782,0746994570,neutral
1783,8ade491ee9,positive
1784,492624d1b8,negative
1785,de2f813c3c,neutral
1786,cee5059af5,positive
1787,b070621cae,positive
1788,ea5cdc6030,neutral
1789,75194b7e8b,negative
1790,9e925084fe,negative
1791,cde06ba878,neutral
1792,9b2f24abcf,positive
1793,b7083c7283,negative
1794,56a2b69b74,neutral
1795,5e4f7f4311,positive
1796,6f328e5f24,negative
1797,092bb0deab,negative
1798,51b24e0c02,negative
1799,1d10473fc1,negative
1800,824aa064d2,positive
1801,c00d3028ce,negative
1802,76dc12a6c3,negative
1803,05bdfb2daf,positive
1804,e0449518b0,neutral
1805,83ea91fe2c,neutral
1806,efa3d5e473,positive
1807,a7c665c91e,neutral
1808,2b945b9f57,negative
1809,388af20705,neutral
1810,f854b71b06,neutral
1811,f975278452,neutral
1812,85453272a9,positive
1813,c529737091,neutral
1814,df1bbb62f8,neutral
1815,9c7cab107c,negative
1816,d7fa220244,neutral
1817,4349a49444,neutral
1818,2d43263be0,neutral
1819,a28a3e7b86,neutral
1820,fc8b4e690e,neutral
1821,11b9527334,neutral
1822,df0835f667,positive
1823,2725e91f3d,neutral
1824,c3abca2045,negative
1825,634c1733d6,negative
1826,a2fcd3e2ff,neutral
1827,2ffa136acd,neutral
1828,b0a00379a7,positive
1829,7d57d5fe91,neutral
1830,4d22ec80fd,positive
1831,ed167662a5,positive
1832,b5d0afccb2,negative
1833,1b8d6973bc,positive
1834,cc07ca95d1,neutral
1835,031cf55c6b,neutral
1836,7007795ec9,neutral
1837,2a8024e414,neutral
1838,6d6391cb8e,positive
1839,4c279acff6,positive
1840,9432091e03,neutral
1841,c7350d0f8e,negative
1842,e17ee2bd79,neutral
1843,58e3269ea4,negative
1844,a6ddddddbe,neutral
1845,2ad9cd5c92,neutral
1846,b603c3561a,positive
1847,b3edc4f9bb,negative
1848,9327aa5881,neutral
1849,6187121db2,negative
1850,a841363ad3,positive
1851,d703cd3563,positive
1852,6f4dd292ef,negative
1853,1794a6c4c0,positive
1854,cca69edec6,neutral
1855,c20f4e96ce,negative
1856,e3bda219ff,neutral
1857,bb2a527cb9,negative
1858,8ab49e0790,neutral
1859,6fc523d6a3,neutral
1860,1f691878d1,negative
1861,a5b07eff7a,neutral
1862,112a5320b5,neutral
1863,2d27d6cb0e,positive
1864,b807c99b4b,neutral
1865,5ca4fa1298,neutral
1866,8732e4522c,negative
1867,454efa3d41,negative
1868,7b80a5ad6c,negative
1869,d486d0ebdc,positive
1870,ffcc809783,neutral
1871,2e4518a318,neutral
1872,773ae618f3,positive
1873,ba7f7e4d00,positive
1874,7d85365781,neutral
1875,ea113179b7,positive
1876,63c37a49f7,neutral
1877,bf932d2533,positive
1878,efb8b1805f,negative
1879,8c5f798dde,neutral
1880,7e26065fff,neutral
1881,a0a3065378,neutral
1882,5aae399456,neutral
1883,f7743c41d7,positive
1884,1698dbc236,negative
1885,a8aa416961,neutral
1886,6a3ade71bb,neutral
1887,189ca81ed4,neutral
1888,ae02c0e0b1,positive
1889,c6bf7c5635,neutral
1890,36e3e0d87b,neutral
1891,71fa625813,neutral
1892,864eadcbd9,negative
1893,04ff36b879,negative
1894,59aa18c798,neutral
1895,981fab8e92,neutral
1896,ae617bacb1,positive
1897,770c8cb541,neutral
1898,8edef35157,neutral
1899,6410d31bbe,neutral
1900,42385b0ddf,negative
1901,0207c41847,neutral
1902,bf9927af4c,neutral
1903,0b9683bd22,neutral
1904,d7d4f4e897,negative
1905,71d78dd6c4,neutral
1906,76564a9a45,neutral
1907,626d6a1d79,neutral
1908,f7f69165f0,positive
1909,2785cfe292,neutral
1910,32354992ca,positive
1911,646c6efbdd,negative
1912,322d0c3ddd,negative
1913,3289b3a9a5,positive
1914,395a5c0c9b,neutral
1915,0d5675cb85,neutral
1916,b26deb5da5,neutral
1917,5aa5003df5,neutral
1918,bb6bbbc15b,negative
1919,4f43821b72,negative
1920,3c3b471263,positive
1921,8e7d8d2a14,negative
1922,e721757713,neutral
1923,cfa79ad5e9,positive
1924,e4906c30ba,neutral
1925,0addccf1b5,negative
1926,9ac119f2d2,negative
1927,36e5ad4719,positive
1928,1cc39a6797,positive
1929,9bfbb2c299,negative
1930,60c30e4bd8,positive
1931,86f51a6e6f,neutral
1932,646a2866e0,neutral
1933,b32f724cc9,neutral
1934,4fe8d469b8,neutral
1935,df8b0a5876,positive
1936,603641a514,negative
1937,d9c836bb8b,negative
1938,14cdd8f66e,negative
1939,f30f137d20,positive
1940,ead9e24947,neutral
1941,b56024023c,negative
1942,876ba674c9,neutral
1943,3adfb85ae8,positive
1944,8074eded04,negative
1945,e4cb8a6252,neutral
1946,adeb98adaf,neutral
1947,54111024e5,negative
1948,33f1ac2021,neutral
1949,13826b6ec5,positive
1950,641c23fb92,positive
1951,ab2ff47163,neutral
1952,091279a25f,positive
1953,6972e131a2,neutral
1954,1f071b53cd,neutral
1955,75868c64e0,negative
1956,add1c95bee,neutral
1957,4c8d61cfd0,negative
1958,13db91abcb,negative
1959,43b42b08ef,neutral
1960,5b25dc3a8d,neutral
1961,f5c4c8ef81,positive
1962,a4bb6136b2,negative
1963,a0235f0820,positive
1964,82a14209a7,negative
1965,bfec13895e,negative
1966,c0b0c01f67,neutral
1967,e6d9698c42,positive
1968,2f7e6b1574,neutral
1969,ae5d6085dc,negative
1970,2b6017f8f5,negative
1971,1ecb8b0f6a,positive
1972,8d310ad3e7,negative
1973,6f6f3a42d2,neutral
1974,37d1afaad1,neutral
1975,7535337013,neutral
1976,a550cb0ff9,neutral
1977,0c61d2393f,positive
1978,f6b46665e7,neutral
1979,0b09f12a98,neutral
1980,8af8378d17,neutral
1981,d64016978b,positive
1982,16fab9f95b,positive
1983,fac8f5cc3f,positive
1984,993ed46c7e,negative
1985,082eeaecce,positive
1986,84419da5cd,neutral
1987,d1656f1b8a,neutral
1988,5135d17898,neutral
1989,c05ea7e99d,positive
1990,8fc93f5936,negative
1991,0a19903154,negative
1992,6f61c948ea,negative
1993,0fb72945f7,neutral
1994,510166e996,neutral
1995,7624520ec2,neutral
1996,4efc7222ad,negative
1997,ba442319a3,neutral
1998,b3157ffa60,neutral
1999,168e8f6bc0,neutral
2000,0ff1b75e96,negative
2001,dbc02fbb6f,positive
2002,cdeebe5d5e,negative
2003,987d444425,neutral
2004,dc211ab61f,positive
2005,9262efebd5,negative
2006,03c0a20b7a,neutral
2007,43af9e6c2b,positive
2008,b0d49051f5,negative
2009,3ac5c17dda,negative
2010,b5454503fc,positive
2011,3a58fe626c,positive
2012,946f23739a,negative
2013,efeaa7155e,neutral
2014,32aa43f89f,positive
2015,82831e923c,neutral
2016,0de1f57073,positive
2017,67beae3c7f,neutral
2018,9d2cffd953,negative
2019,8aaa611acc,neutral
2020,b41b91a95a,negative
2021,2416dbd0dd,positive
2022,039547e4e8,positive
2023,dbe1d16b29,positive
2024,01b880087d,negative
2025,10b2a14840,positive
2026,95ab9c3364,positive
2027,8a79072ca2,neutral
2028,05aa067b65,neutral
2029,8ea600eb9f,neutral
2030,f3ee466f12,positive
2031,82d5014d1c,negative
2032,89b7714860,neutral
2033,878506caf2,neutral
2034,af3ef576ab,neutral
2035,0f0206e14d,neutral
